group	corr_value	gene_id
Targets	-0.06108	ENSG00000213445
Targets	0.00122	ENSG00000175197
Targets	0.14481	ENSG00000204469
Targets	0.06096	ENSG00000101940
Targets	-0.11317	ENSG00000126458
Targets	0.20926	ENSG00000105707
Targets	0.03111	ENSG00000126368
Targets	0.04733	ENSG00000183087
Targets	-0.00338	ENSG00000187193
Targets	-0.01701	ENSG00000160799
Targets	-0.05726	ENSG00000147251
Targets	-0.14157	ENSG00000163932
Targets	-0.12395	ENSG00000143545
Targets	0.05297	ENSG00000197933
Targets	0.15594	ENSG00000122257
Targets	-0.02485	ENSG00000136997
Targets	0.01768	ENSG00000132323
Targets	0.04484	ENSG00000102226
Targets	0.10622	ENSG00000123358
Targets	-0.04281	ENSG00000117318
Targets	-0.05094	ENSG00000027697
Targets	-0.03842	ENSG00000157873
Targets	0.1291	ENSG00000125503
Targets	0.1575	ENSG00000070047
Targets	0.16319	ENSG00000174718
Targets	0.1297	ENSG00000174938
Targets	-0.04006	ENSG00000116871
Targets	0.11641	ENSG00000114315
Targets	0.15357	ENSG00000008869
Targets	-0.07448	ENSG00000120129
Targets	0.05925	ENSG00000156983
Targets	0.03143	ENSG00000065154
Targets	0.15458	ENSG00000008405
Targets	0.1475	ENSG00000079432
Targets	0.1594	ENSG00000125968
Targets	-0.05127	ENSG00000157613
Targets	0.01058	ENSG00000168216
Targets	0.01053	ENSG00000162736
Targets	0.02857	ENSG00000172216
Targets	-0.08677	ENSG00000116266
Targets	0.18905	ENSG00000196422
Targets	-0.02225	ENSG00000060069
Targets	0.22134	ENSG00000177728
Targets	-0.05569	ENSG00000131669
Targets	0.02912	ENSG00000115738
Targets	0.0876	ENSG00000119139
Targets	0.23693	ENSG00000169242
Targets	-0.04922	ENSG00000175130
Targets	0.12203	ENSG00000072182
Targets	0.12873	ENSG00000177303
Targets	-0.02946	ENSG00000100109
Targets	0.0849	ENSG00000142655
Targets	0.00415	ENSG00000083857
Targets	0.07202	ENSG00000141582
Targets	0.1147	ENSG00000126705
Targets	0.07536	ENSG00000179431
Targets	0.06241	ENSG00000120075
Targets	0.11495	ENSG00000121104
Targets	0.07629	ENSG00000168758
Targets	0.08365	ENSG00000167716
Targets	0.21383	ENSG00000160271
Targets	0.19939	ENSG00000072071
Targets	-0.00641	ENSG00000152804
Targets	0.1009	ENSG00000175556
Targets	0.15847	ENSG00000020256
Targets	0.127	ENSG00000165359
Targets	0.34741	ENSG00000116580
Targets	0.18537	ENSG00000198793
Targets	0.30759	ENSG00000139182
Targets	0.08758	ENSG00000185236
Targets	-0.14059	ENSG00000115310
Targets	-0.11339	ENSG00000127870
Targets	0.22383	ENSG00000128917
Targets	0.34104	ENSG00000065526
Targets	0.20406	ENSG00000130827
Targets	-0.08637	ENSG00000143862
Targets	0.21592	ENSG00000106537
Targets	0.09511	ENSG00000100906
Targets	0.03517	ENSG00000101474
Targets	0.13208	ENSG00000110514
Targets	0.04584	ENSG00000147364
Targets	0.27344	ENSG00000164695
Targets	-0.11353	ENSG00000175348
Targets	0.07538	ENSG00000172071
Targets	0.21261	ENSG00000052841
Targets	0.23866	ENSG00000148296
Targets	0.03367	ENSG00000188313
Targets	-0.04879	ENSG00000105856
Targets	0.16529	ENSG00000102100
Targets	-0.01941	ENSG00000162909
Targets	0.08127	ENSG00000043355
Targets	-0.08923	ENSG00000132002
Targets	0.25205	ENSG00000103326
Targets	-0.14126	ENSG00000109099
Targets	0.04192	ENSG00000092820
Targets	0.07288	ENSG00000163162
Targets	0.15073	ENSG00000119715
Targets	0.04324	ENSG00000102804
Targets	0.2789	ENSG00000112812
Targets	0.22515	ENSG00000162298
Targets	-0.17151	ENSG00000134049
Targets	-0.00505	ENSG00000166831
Targets	0.04851	ENSG00000101230
Targets	0.03954	ENSG00000034053
Targets	0.28471	ENSG00000117616
Targets	0.15498	ENSG00000147050
Targets	-0.04989	ENSG00000104763
Targets	0.07129	ENSG00000177606
Targets	0.11053	ENSG00000120616
Targets	-0.12408	ENSG00000149177
Targets	0.20611	ENSG00000182087
Targets	0.15313	ENSG00000135269
Targets	0.30455	ENSG00000123636
Targets	0.20804	ENSG00000167110
Targets	0.06843	ENSG00000108262
Targets	0.00161	ENSG00000254087
Targets	0.04161	ENSG00000125304
Targets	0.17695	ENSG00000109046
Targets	-0.01709	ENSG00000050405
Targets	-0.03567	ENSG00000131435
